Agency Name,Project Name,Start Date,Completion Date (B1),Lifecycle Cost,Planned Cost ($ M),Projected/Actual Cost ($ M)
Department of Defense,Theater Integration,01/10/2010,30/09/2012,17.695,17.695,17.695
Department of Justice,United States Marshals Service (USMS) Phase 2,01/03/2010,14/12/2012,17.661015,17.633992,17.633992
Department of Commerce,NCEP R&DHPCS,01/10/2011,14/02/2017,65.375,17.600001,17.600001
Department of Defense,Air Force Network consolidation.,01/10/2011,30/09/2012,17.6,17.6,17.6
Department of Health and Human Services,5010 Coversion Project Implement Systems Updates,01/01/2010,30/09/2012,17.594,17.594,17.742
Department of Defense,GCCS-M Increment 2 Group Level Software Development,02/10/2011,30/09/2012,17.58,17.58,17.58
Department of Defense,Dynamic Mission Replanning (DMR),01/04/2011,30/09/2018,123.878,17.544,15.782
Department of Defense,Tech Insertion/Refresh Production,01/10/2010,30/09/2017,54.591,17.536,18
Department of Homeland Security,Large Scale FY08,01/10/2006,30/09/2012,181.204,17.442,17.442
Department of Transportation,ERAM/TDLS SW/HW Development Segment 1 Phase 1A (Pre-FID 1A),01/07/2011,30/04/2012,17.32905,17.32905,17.32905
Department of Commerce,WCOSS Transition and Restore Operational Capabilities (five year base period),12/12/2011,14/02/2017,17,17,17
Department of Health and Human Services,HIGLAS Administrative Program Accounting,01/02/2011,31/03/2012,16.983,16.983,17.433
Department of Energy,SBEUC,10/09/2010,14/11/2014,23.263029,16.966566,16.92074
Department of Transportation,Re-architecture -Design thru Deploy to First Site,30/04/2010,24/10/2012,23.55,16.928,15.659
Department of the Treasury,EFDS Filing Season (FS) 2013 - Phase 4,18/01/2012,17/02/2013,16.86,16.86,17.058389
Social Security Administration,FY11 MSA,01/10/2010,30/09/2011,16.85505,16.85505,16.32657
Department of Defense,iEHR System Engineering,18/04/2012,14/07/2013,16.972,16.792,16.792
Department of the Treasury,LACS PIV Enabled Access,01/10/2011,30/09/2015,59.886645,16.636132,16.636132
Department of Defense,CPOF Development,01/10/2011,30/09/2012,16.571,16.571,16.571
Department of the Interior,Enterprise Service Desk,01/10/2011,30/09/2012,16.54842,16.54842,16.54842
Department of Defense,"Update or replace obsolete, unsecure network infrastructure components.",01/10/2011,30/09/2012,22,16.528,16.528
Department of Defense,Software Development,01/10/2011,30/09/2012,16.525,16.525,16.525
Department of Agriculture,FY2012 Operations.,01/10/2011,30/09/2012,16.498,16.498,0
National Aeronautics and Space Administration,FY11 POIC O&M Activities,01/10/2010,30/09/2011,16.489,16.489,16.339
Department of Agriculture,NAIP 2011,01/10/2010,31/10/2012,17.35,16.43,12.43
Department of Defense,Global Aircrew Strategic Network Terminal (Global ASNT),01/10/2011,30/12/2020,638.7,16.391,16.391
Department of Agriculture,WebTA,01/06/2011,29/02/2012,16.374,16.374,9.885
Department of Transportation,Release 4 WAAS Support - APB MILESTONE,01/10/2010,30/09/2013,21.31,16.3,16.3
Department of Defense,Pocket-J,01/04/2009,30/09/2012,90.923,16.29,16.29
Department of Justice,Next Generation Digital Collection System 5000 (NG DCS-5000),18/07/2011,30/09/2012,16.278,16.278,16.258
Department of Transportation,Delphi Version One,01/10/2012,30/09/2013,16.32,16.27,16.32
Department of Agriculture,O&M,01/10/2011,30/09/2012,16.248,16.248,16.248
Department of Commerce,WCOSS Task Orders (five year base period),23/09/2010,14/02/2017,90,16.150005,16.146005
Department of Homeland Security,SOA Foundation,01/11/2011,01/11/2012,16,16,16
Department of Homeland Security,SOA Platform,01/11/2012,01/11/2013,16,16,16
Department of Homeland Security,Secure Mail Initiative,07/12/2010,08/12/2015,16,16,16
Department of Defense,Defense Occupational and Environmental Health Readiness System - Industrial Hygiene (DOEHRS-IH) Modernizations/Enhancements,31/01/2012,01/06/2013,15.812,15.812,15.812
Department of Transportation,Trajectory Management - Surface Tactical Flow,01/10/2010,30/09/2012,15.799774,15.799774,15.136555
Department of Commerce,Data Processing,01/10/2011,30/09/2012,15.796858,15.796858,16.183145
Department of Homeland Security,Passenger Iteration,24/07/2011,28/07/2012,15.788,15.788,15.788
Department of Homeland Security,NCPS Block 2.2,01/10/2012,30/09/2016,65.75,15.76,15.76
Department of Veterans Affairs,Bed Management Solution (BMS) Version 1,01/12/2010,29/03/2013,68.69,15.687444,13.137819
Department of Defense,AFATDS Capability Set 13-14 (V6.8),28/02/2010,17/12/2012,23.4,15.6,15.6
Social Security Administration,FY12 Health Information Technology,03/10/2011,30/09/2012,15.5956,15.59558,13.92542
Department of Transportation,Flight and State Data Management - Flight Object,01/10/2010,30/09/2012,15.580002,15.580002,18.460485
General Services Administration,FY12 DME SAM  (System for Award Management),03/10/2011,31/01/2013,15.567753,15.567753,15.337128
Department of Defense,T3 Transition Requirements,16/06/2011,30/04/2013,15.56,15.56,15.56
Department of Veterans Affairs,Laboratory System Re-Engineering Project,04/09/2009,30/09/2016,337.672,15.3,14.961095
Department of Agriculture,Operations,01/10/2011,30/09/2012,15.297,15.297,15.297
Department of Defense,Deliver Increment 2,10/06/2012,30/09/2014,30,15,15
Department of Justice,N-DEx Phase II Enhancements,23/03/2011,27/04/2012,15.675,14.9,13.442
Department of Homeland Security,Operations and Maintenance Support,01/10/2011,30/09/2012,14.855,14.855,14.855
Department of Housing and Urban Development,HEARTH Act Implementation Project / eGrants,15/11/2010,31/10/2013,25.6,14.785835,14.877194
Social Security Administration,FY12 Office Automation non-DCS Support,03/10/2011,30/09/2012,14.7255,14.7255,14.7255
General Services Administration,FY12 BAAR Investment,01/10/2011,30/09/2012,14.718,14.718,14.718
Department of the Treasury,1.4 Dynamic Split,10/09/2012,31/12/2013,14.655,14.655,14.655
Department of Defense,Medical Situation Awareness Technology (MSAT)/Theater Medical Data Store (TMDS) development and integration,30/09/2010,29/09/2012,14.596,14.596,14.596
Social Security Administration,FY11 IVT,01/10/2010,30/09/2011,14.58129,14.58129,14.63774
Department of Homeland Security,IDENT FY 2011,01/10/2010,30/09/2011,14.56,14.56,14.56
Department of Defense,MIDS JTRS Sustainment,01/10/2011,30/09/2012,14.457,14.457,3.1
Department of Commerce,Data Dissemination,01/10/2011,30/09/2012,14.327908,14.327908,14.536141
Department of Defense,Receive Suite Activities,01/10/2010,30/09/2012,21.446,14.289,14.289
Department of Energy,FY12 NNSA Network Vision,01/10/2011,30/09/2012,14.2664,14.2664,14.2664
Department of the Treasury,GWA/ TRS Release Implementation,01/05/2011,30/09/2012,15.85,14.203,13.255
Department of Commerce,IT Security,01/04/2011,30/09/2012,13.783,13.782214,10.460022
Department of Defense,JPES Sustainment,29/03/2011,09/09/2012,13.734,13.733,10.565
Department of Commerce,GOES-R Access Subsystem,05/08/2010,04/08/2018,42.561,13.673,13.651
Department of Defense,Global Aircrew Management (GAM),01/04/2011,30/09/2018,70.052,13.461,12.234
Department of Homeland Security,SAP Budget Solution Upgrade,03/01/2011,01/06/2012,13.379,13.379,13.379
Office of Personnel Management,CBIS FY11 Tasks and Milestones,01/10/2009,30/12/2011,13.4,13.308513,13.308513
Department of Transportation,Flight and State Data Management - Concept Development for Integrated National Airspace Design and Procedure Planning,01/10/2010,30/09/2012,13.24969,13.24969,13.244256
Department of Health and Human Services,BioSense - Redesign,07/06/2010,30/06/2013,13.206,13.204,13.677
Office of Personnel Management,Human Resources Line of Business,03/10/2005,29/09/2017,60.662272,13.19327,13.193201
National Science Foundation,Services for Staff (LMA),01/04/2011,30/09/2012,13.172,13.172,12.425
Department of Commerce,Develop New Models,01/10/2010,30/09/2016,48.655,13.168,13.064
Department of Veterans Affairs,IAM Identity Services,15/07/2009,30/09/2016,114.572699,13.163177,13.130645
Department of Veterans Affairs,Talent Management System FY11 Enhancements,29/04/2011,28/09/2012,13.63564,13.028134,12.858793
Department of State,GFACS T&A,01/01/2011,30/09/2015,25.65,13.025,12.817728
National Aeronautics and Space Administration,FY11 Operational Support,01/10/2010,30/09/2011,13,13,13
Department of Commerce,GOES-R Algorithm Working Group,01/06/2007,30/09/2016,117.419,13,13
Department of State,Travel Document Systems Support,01/10/2011,30/09/2012,13,13,9.429158
Department of Health and Human Services,Janus Clinical Trials Repository (CTR),01/10/2008,31/03/2014,13.464,12.937,12.597
Department of State,Visa Systems Support,01/10/2011,30/09/2012,12.8,12.8,11.117361
Department of Transportation,Separation Management - Modern Procedures,01/10/2010,30/09/2012,14.608886,12.744734,15.004024
Department of Commerce,Voice System Replacement,19/08/2010,31/10/2012,12.72751,12.72751,12.72751
Department of Defense,AKO Technology Replacement,03/10/2011,30/09/2012,416.098,12.689,12.689
Department of Homeland Security,IT Modernization,01/10/2011,30/09/2016,76.44,12.68,11.738
Department of Commerce,FSMS Phase 02 - Authorize Frequency Proposals,02/09/2011,30/06/2013,12.672268,12.672268,13.059079
Department of Agriculture,Office Environment - Network Device Refresh: Acquisition - Phase 1,15/06/2012,31/12/2012,12.659379,12.659379,12.659379
Department of Defense,Infrastructure for EHRWA (Initial Support),26/01/2011,25/01/2012,12.645,12.645,12.645
Department of Transportation,Separation Management - Wake Turbulence Mitigation for Departures (WTMD),01/10/2010,30/09/2012,12.592812,12.592812,11.345238
Department of Veterans Affairs,Pharmacy Re-Engineering - PRE (PECS_MOCHA),01/10/2009,15/02/2015,40.228,12.58,12.58
Department of the Interior,Risk Management,01/10/2011,30/09/2012,12.547182,12.547182,12.547182
Department of Health and Human Services,FDA OC User Fee System Enhancements,01/09/2002,30/09/2019,127.127,12.454,13.814
Department of the Treasury,Corrections/Adjustments,01/09/2011,28/02/2012,4.15,12.451,10.909
Department of Defense,Link 16 Alaska (LAK),01/09/2010,30/06/2012,84.986,12.42,12.42
Small Business Administration,PROJ: ITI MSSS Hosting,14/09/2010,28/09/2018,53.1308,12.2758,12.2758
Department of Transportation,"SAS Development, Integration & Test",01/01/2011,31/03/2013,17.515,12.215,14.594
Department of State,"Business Intelligence, Analytics and Reporting",01/10/2011,30/09/2012,12.2,12.2,5.807506
Department of Health and Human Services,MSIS Redesign,16/03/2010,31/12/2014,12.144,12.144,14.866
Department of Transportation,Build Phase,01/06/2012,13/08/2013,12.128604,12.128604,12.128604
Department of Homeland Security,TSA Enterprise IT Network Switches,30/09/2011,03/08/2013,12,12,12
Department of Veterans Affairs,Virtual VA Development for CAPRI,26/10/2011,18/06/2012,12,12,8.625576
Social Security Administration,FY11 FACTS,01/10/2010,30/09/2011,11.987903,11.987903,11.799866
Department of Health and Human Services,American Recovery and Reinvestment Act Patient Centered Outcomes Research (ARRA PCOR),21/09/2009,31/12/2013,12.478,11.939,11.939
Department of Transportation,Release 7,09/04/2010,30/05/2012,15.88931,11.91698,11.756117
Department of the Treasury,RRP Release 1,10/01/2010,01/06/2012,26.744,11.862,11.862
Department of the Treasury,FATCA Release 1,17/09/2011,29/03/2013,14.43,11.8153,11.815318
Department of Homeland Security,Automated Threat Prioritization,30/09/2009,30/09/2013,16.217,11.788,10.732
Department of the Interior,"Deployment 7 for Bureau of Indian Affairs and National Park Service, plus blueprinting for Bureau of Reclamation",28/04/2011,18/01/2013,41.48,11.784,11.784
Department of Homeland Security,Increment 2,12/12/2008,31/12/2012,45.1,11.768,11.186
Department of Transportation,Flow Control Management - Strategic Flow Management Enhancement,01/10/2010,30/09/2012,11.761813,11.761813,11.173862
Department of Commerce,Patent examination tools and infrastructure,27/10/2011,31/12/2012,11.71154,11.71154,11.71154
Department of Agriculture,Direct Loan System (DLS),01/10/2002,28/09/2018,116.8,11.678,11.591
Department of Health and Human Services,Implement PIV Services for Credential Management for Permanent Personnel in support of M-11-11,01/07/2005,30/04/2013,11.602,11.601,11.557
Department of Transportation,Release 8,15/05/2011,15/12/2012,16.55073,11.58528,11.297907
Office of Personnel Management,USAJOBS 3.0,01/10/2010,30/09/2016,84,11.556,11.321564
Department of Defense,DLA Enterprise Business System,30/09/2000,07/07/2017,1785.543,11.541,11.541
Department of Transportation,Las Vegas RWSL,28/02/2008,18/10/2012,11.902777,11.52772,11.958291
Department of the Treasury,New customer deployments,01/02/2011,01/10/2014,15.4,11.5,11.08
Department of Agriculture,Enterprise GSS,01/10/2006,30/09/2018,242.985,11.442,11.442
Department of Agriculture,Desktop GSS,01/10/2006,30/09/2018,242.984,11.441,11.441
Department of Agriculture,Data Warehouse GSS,01/10/2006,30/09/2018,242.985,11.441,11.441
Department of Agriculture,FPS GSS,01/10/2006,30/09/2018,242.984,11.441,11.441
Department of Agriculture,HR GSS,01/10/2006,30/09/2018,242.984,11.441,11.441
Department of Labor,Benefit Calculation and Valuation,23/05/2011,28/01/2013,11.409,11.408,11.36
Department of Commerce,Data Collection,01/10/2011,30/09/2012,11.365234,11.365234,9.397782
Office of Personnel Management,USA Staffing for FY2011,01/10/2010,30/09/2011,11.364,11.364,11.775
General Services Administration,FY12 USA.gov,01/10/2011,30/09/2012,11.258,11.258,11.258
Department of Health and Human Services,Perform Program Management of HHS ICAM Services and Develop M-11-11 Implementation and M-06-18 Procurement Policies,01/03/2005,30/09/2014,11.168,11.168,10.932
Department of Homeland Security,Travel Documents and Encounter Data,01/12/2009,30/09/2015,24.106,11.161,11.194
Department of Veterans Affairs,Veterans Informatics and Computing Infrastructure Consortium for Health Informatics Research (VINCI CHIR),01/07/2010,31/03/2014,68.349438,11.072,11.072
Department of Homeland Security,Verification Information System,23/05/2012,17/06/2013,11,11,11
Social Security Administration,FY12 Post-Transition Activities,01/07/2012,30/09/2012,11,11,11
Department of Defense,ENHANCED PENTAGON CAPABILITY / SURVIVABLE EMERGENCY CONFERENCING NETWORK (EPC/SECN) (LE4D/0300-0100),01/10/2008,30/09/2017,16.011,10.987,10.987
Department of Transportation,F - Phase II Tech Refresh Program Management and F&E Maintenance Activities,01/10/2006,30/09/2012,53.709,10.96,10.96
Department of Health and Human Services,Dashboard and Business Intelligence (Crawl/Walk/Run),30/09/2011,31/05/2014,10.95,10.95,10.95
National Aeronautics and Space Administration,NDC FY11 O&M,01/10/2010,30/09/2011,10.846,10.846,7.377
Department of the Treasury,Automated Standard Application for Payments (ASAP),01/10/1998,30/09/2021,73.582,10.832,11.295
Department of Commerce,PE2E 1 0 (CRU),01/02/2011,02/03/2012,10.81775,10.81775,9.94396
Department of Agriculture,AgPRS Life Cycle Replacement Project,03/10/2011,28/09/2012,18.4645,10.8098,10.4498
Department of Commerce,Commerce USXPORTS Exporter Support System (CUESS),01/10/2011,30/09/2013,10.7751,10.7751,10.728001
Department of Veterans Affairs,Health Management Platform,01/10/2010,28/09/2012,15.25,10.764566,10.764566
Department of Homeland Security,Common,01/10/2006,05/01/2017,138.724,10.619,10.547
Department of Transportation,Weather Observation Improvements,01/10/2010,30/09/2012,10.59037,10.585474,7.701822
Department of Homeland Security,Data Center Services,28/04/2010,30/09/2028,603.445,10.5,10.5
Department of Health and Human Services,QPI - Ambulatory Surgical Centers,01/01/2012,30/06/2013,10.406,10.406,10.483
Department of Agriculture,CDSI FY'12 Phase 2 Plan & Dev,01/04/2012,30/09/2012,10.386,10.386,10.386
Department of Defense,ISPAN Increment 2 Post IOC Enhancements,30/04/2012,31/08/2013,10.369,10.369,10.369
Department of Defense,Sustainment of Platform MPEs,01/10/2010,01/10/2015,21.271,10.363,10.363
